order_id,product_id,price,quantity
139,848,414.06,2
140,136,298.73,3
140,365,166.22,1
141,824,318.98,4
141,894,340.04,1
141,769,169.28,5
142,427,286.96,5
142,206,184.62,2
143,116,244.44,2
143,917,59.52,2
144,364,353.25,3
144,720,145.69,1
144,210,69.69,5
144,627,475.03,1
144,224,272.49,4
145,437,169.44,5
145,584,397.33,2
146,446,250.7,2
146,616,227.38,3
147,348,222.75,2
147,897,343.05,1
147,230,411.21,2
147,421,225.92,5
148,432,271.43,4
148,783,363.35,1
148,390,227.53,5
148,440,397.71,5
148,134,442.53,4
149,818,89.18,4
149,316,227.03,2
150,847,356.04,4
150,275,206.86,5
150,346,169.71,2
150,700,398.97,3
150,506,231.65,3
151,442,299.43,4
151,952,309.57,2
151,257,497.6,2
152,323,179.37,2
152,471,367.51,5
152,498,198.64,2
153,300,55.99,5
153,887,222.57,1
153,760,131.71,5
153,590,54.2,5
154,568,242.97,1
155,743,7.65,4
155,257,11.26,1
155,372,341.38,3
155,429,64.96,3
155,772,127.81,1
156,463,387.28,1
156,344,198.56,2
156,923,33.4,1
156,827,99.49,5
157,13,442.71,3
157,880,10.03,4
157,492,495.67,5
158,127,50.96,5
158,403,485.79,3
158,53,94.58,3
158,511,204.25,4
158,918,170.15,1
159,575,24.02,2
159,666,327.56,2
159,571,329.29,5
159,846,185.16,2
160,347,312.16,5
160,201,205.78,4
160,53,17.05,5
160,100,74.3,5
161,656,268.46,3
161,72,206.59,2
161,858,184.07,3
162,504,498.56,2
162,13,487.95,1
162,887,84.74,5
163,936,120.66,4
163,833,85.41,4
163,293,296.93,4
163,608,498.55,4
163,65,279.0,1
164,41,379.22,4
164,682,48.16,3
165,655,469.63,5
165,97,413.05,3
166,519,90.33,5
166,48,218.12,1
166,97,55.62,3
166,533,396.66,2
167,933,330.16,4
167,281,413.02,5
167,291,378.58,5
167,946,354.12,2
167,772,135.17,5
168,462,163.16,3
168,833,178.25,4
168,421,194.45,2
168,354,202.71,3
169,459,377.06,2
169,299,364.7,1
169,932,415.24,5
170,613,146.55,5
170,4,384.99,3
170,65,350.9,4
171,528,473.56,2
171,588,137.86,2
171,655,166.36,4
172,761,455.67,1
172,167,311.16,1
172,20,335.1,2
172,754,286.37,1
172,796,153.83,5
173,717,298.13,5
174,704,120.86,3
174,37,164.81,5
174,22,476.39,4
175,122,106.14,2
175,646,251.07,1
175,642,39.84,4
176,70,465.43,3
176,979,251.16,4
176,919,499.06,5
176,755,332.93,2
177,620,13.72,1
177,87,492.38,3
177,847,209.99,5
177,246,97.07,1
178,454,251.95,5
178,373,434.93,4
178,303,322.09,3
178,911,379.5,2
179,324,331.83,2
179,963,93.74,3
179,93,499.58,2
179,317,113.55,1
179,493,16.82,4
180,510,305.54,5
181,210,344.05,5
181,130,177.69,3
181,955,308.08,2
182,859,425.3,5
182,296,43.93,3
182,476,270.04,5
182,368,180.91,5
183,807,462.6,3
183,303,355.13,4
183,512,118.52,1
183,159,210.67,4
183,998,258.46,5
184,81,401.46,2
184,365,264.93,2
184,234,354.48,2
184,551,469.68,1
184,614,429.36,2
185,155,439.66,1
185,430,264.66,3
186,13,20.33,1
186,223,323.34,2
186,257,469.15,5
186,481,183.45,2
187,359,378.65,5
187,326,285.76,5
187,918,312.48,4
187,295,100.96,3
188,985,465.47,5
188,312,378.6,4
188,366,371.52,5
188,546,277.25,4
188,614,357.42,3
189,261,102.93,4
189,229,388.76,1
189,561,11.93,1
189,402,94.95,3
189,157,63.19,4
190,869,34.25,5
190,511,259.26,1
190,353,420.69,3
190,261,208.37,3
190,239,287.05,4
191,198,376.7,2
191,9,375.25,1
192,16,294.93,3
192,334,331.67,1
192,646,33.95,5
192,790,214.77,1
192,447,5.7,1
193,45,147.52,5
193,461,435.44,1
193,507,177.48,2
193,649,451.59,4
194,170,328.28,3
195,123,318.88,2
195,186,186.01,2
195,443,114.1,4
195,143,41.59,2
195,290,110.56,1
196,829,340.62,2
196,494,84.22,2
197,231,99.71,2
198,729,94.89,5
199,135,446.95,5
199,396,368.63,1
199,141,145.76,4
200,283,143.83,3
200,127,471.47,2
200,686,229.61,5
200,626,278.2,3
200,616,258.97,5
201,309,268.51,4
201,146,27.37,2
202,310,444.57,2
202,976,212.54,5
202,22,185.35,3
203,92,25.94,3
203,294,446.16,3
204,152,412.47,5
204,996,340.13,2
204,966,137.2,5
204,253,9.88,3
205,447,467.48,4
205,695,233.2,4
205,854,273.61,5
205,447,194.57,2
205,694,284.34,2
206,896,397.9,2
206,811,220.63,1
206,932,336.17,2
206,193,258.32,4
207,459,326.65,4
207,106,5.93,4
207,571,217.04,3
207,850,293.29,5
208,572,408.65,2
208,234,491.96,3
209,315,394.86,4
209,678,102.36,2
209,731,59.12,5
209,606,130.44,1
210,954,266.41,2
211,175,424.53,3
211,400,78.17,4
211,905,152.68,2
211,679,411.11,2
212,11,384.99,1
213,224,131.27,2
214,995,433.98,3
215,417,67.2,3
215,608,258.91,2
215,453,196.55,4
216,559,460.99,1
216,309,37.56,3
217,858,348.08,5
217,708,489.29,3
218,55,183.45,1
218,611,383.38,3
219,868,228.43,2
219,738,42.34,2
220,799,215.94,1
220,899,151.04,4
221,154,472.18,2
221,801,386.65,4
221,686,448.63,2
221,233,135.37,3
222,932,333.52,2
222,470,411.28,5
222,827,349.42,2
222,290,461.58,2
222,923,490.96,3
223,114,393.32,2
223,9,307.65,3
224,278,104.59,5
224,348,52.18,1
225,268,308.01,1
225,373,222.35,5
225,853,473.36,3
225,315,424.21,5
225,942,31.38,3
226,9,239.54,3
226,399,254.04,2
226,347,279.9,4
226,134,122.33,3
226,636,81.1,1
227,229,413.38,2
227,793,314.88,4
227,181,407.55,4
227,486,498.93,3
228,829,171.62,4
228,279,339.92,3
228,769,410.8,3
228,356,27.15,2
229,710,24.45,1
229,295,93.38,1
230,674,348.48,2
231,635,268.23,2
231,272,184.34,4
231,617,102.92,3
231,570,483.65,4
231,773,443.79,5
232,547,255.22,3
232,306,314.43,3
233,492,174.85,3
233,626,363.67,4
233,543,403.07,4
233,793,480.74,2
234,428,92.05,3
235,782,175.89,3
235,830,81.69,2
236,684,406.9,3
237,819,111.45,1
237,95,293.91,5
237,248,410.2,2
237,276,237.8,4
237,536,439.74,5
238,150,470.07,3
238,848,64.67,5
238,921,267.97,2
239,880,166.05,1
239,859,301.07,4
239,422,309.89,4
239,855,306.26,3
240,881,391.04,5
240,439,275.21,5
240,592,345.45,4
240,388,217.92,3
241,241,165.65,4
241,515,336.46,2
241,383,358.58,1
241,898,487.17,3
241,337,413.98,3
242,833,49.85,3
242,562,294.67,4
242,401,406.42,2
242,468,488.74,5
242,242,148.92,3
243,856,334.84,1
244,206,161.86,1
244,952,132.08,5
244,946,32.19,3
244,512,445.53,3
244,201,39.03,1
245,492,190.83,2
245,974,455.77,1
245,790,32.3,4
245,755,364.81,5
245,933,110.44,4
246,927,73.55,5
246,120,454.43,5
246,32,21.35,2
246,756,452.84,5
246,727,237.84,5
247,276,373.38,2
247,962,206.51,4
247,180,490.54,3
247,527,436.74,3
247,620,291.35,2
248,758,331.85,1
249,660,127.82,3
249,453,158.78,2
249,927,46.36,1
249,647,98.72,3
249,922,123.75,5
250,773,307.27,1
251,177,397.2,1
251,151,232.12,4
251,545,129.98,5
252,359,325.98,4
252,841,96.05,2
252,739,218.71,4
253,337,428.25,3
253,418,10.14,2
253,137,126.56,3
253,60,437.14,3
253,247,13.29,3
254,300,109.96,5
254,170,253.96,1
255,530,18.7,5
256,435,453.79,4
256,45,442.29,2
256,712,163.34,1
256,591,476.94,1
257,175,282.77,2
258,686,53.48,4
258,572,204.17,3
259,357,165.26,5
259,805,42.72,4
260,121,438.94,5
260,637,58.78,1
260,974,22.0,1
261,466,89.93,5
261,314,422.25,3
262,905,478.03,4
262,794,414.15,3
262,687,96.07,3
263,723,274.9,5
263,168,404.25,3
263,792,402.92,2
264,675,74.28,3
265,369,373.59,2
266,726,499.95,1
266,820,91.71,5
266,319,329.8,4
266,311,203.94,2
266,499,106.54,2
267,991,75.17,4
267,154,282.1,4
268,364,212.26,3
268,253,17.77,2
268,173,77.89,5
268,18,5.98,2
268,182,94.58,4
269,214,222.15,4
269,392,360.95,1
269,546,457.97,4
269,947,136.84,4
269,441,97.88,1
270,380,261.66,4
270,55,14.92,2
271,462,181.05,2
271,350,173.85,4
271,613,69.04,4
271,194,183.84,1
272,891,7.34,1
272,395,418.53,3
272,696,178.65,3
272,265,489.13,4
273,73,497.9,4
273,260,348.94,4
273,382,183.95,2
273,523,338.89,3
273,535,113.91,3
274,372,347.15,2
274,31,447.69,2
274,302,86.32,1
274,959,114.61,5
275,145,441.74,4
276,73,459.46,3
276,610,76.93,4
276,932,207.33,1
276,623,406.28,3
276,534,301.69,1
277,1,177.74,2
278,806,24.59,4
279,784,229.04,4
280,809,323.79,1
280,986,325.53,1
280,168,240.15,5
280,915,390.37,4
280,381,386.13,4
281,701,80.39,4
282,63,357.94,3
282,973,439.39,4
282,918,119.13,2
282,137,324.91,4
283,826,433.74,5
283,137,136.71,3
283,521,156.1,2
283,16,186.49,3
283,119,352.69,3
284,597,422.66,1
284,446,298.32,5
285,978,370.36,2
286,556,145.13,1
286,180,173.91,3
286,681,153.78,4
286,852,380.58,5
287,335,366.72,4
287,633,493.56,2
287,985,437.14,5
288,78,112.38,2
288,38,475.27,1
288,451,163.94,3
288,76,483.44,1
288,52,356.8,3
289,120,254.58,4
289,574,364.24,4
290,999,478.35,5
290,221,50.13,1
290,601,441.15,1
291,167,453.58,1
291,239,120.87,2
291,414,441.15,3
291,591,111.82,3
291,703,292.51,5
292,408,351.18,2
292,124,151.48,2
292,753,408.89,1
292,757,5.33,1
292,819,438.87,3
293,211,265.07,4
294,154,97.09,4
294,704,17.16,2
295,115,389.93,2
296,133,213.24,2
296,674,276.17,1
297,955,472.06,5
297,56,468.38,4
298,605,469.13,1
298,804,89.27,1
298,293,233.27,4
299,778,157.24,5
299,334,11.36,2
300,323,335.32,2
300,257,152.71,5
300,315,207.35,5
300,325,488.55,5
301,562,161.17,2
301,128,216.25,2
302,213,127.06,3
302,305,292.57,2
302,227,73.18,1
302,499,153.85,2
303,891,303.91,3
303,756,56.57,4
303,960,313.81,1
304,969,398.8,3
304,623,163.0,5
304,688,414.78,1
304,222,431.6,2
305,575,99.5,2
305,116,371.35,2
306,119,18.92,2
306,673,133.83,2
307,844,187.53,2
308,685,364.03,5
308,948,489.82,5
309,332,311.0,5
309,911,119.22,3
309,273,496.75,2
309,307,193.27,2
310,877,9.59,5
310,212,244.92,3
310,328,371.72,1
310,507,349.7,5
310,158,65.15,3
311,907,141.83,5
311,553,58.61,3
311,527,146.06,1
312,775,375.93,5
312,53,17.04,1
312,102,145.84,4
312,973,484.05,2
312,39,108.05,3
313,428,211.42,4
313,876,262.43,3
313,937,453.15,2
314,963,188.8,1
315,683,237.69,4
315,756,211.83,4
315,123,227.8,3
315,335,399.91,5
315,557,414.95,5
316,140,421.14,1
316,614,490.64,1
316,433,264.34,4
316,392,383.55,5
316,752,381.99,4
317,947,317.0,2
317,310,458.73,1
317,772,206.08,3
317,324,228.36,3
317,810,145.63,1
318,567,113.32,3
318,140,68.05,4
318,584,206.01,5
319,251,330.96,1
319,929,281.0,2
319,48,88.34,1
319,608,499.92,1
320,483,114.73,3
320,235,242.16,1
320,421,180.59,1
320,368,373.56,4
321,100,137.11,5
321,229,369.59,5
321,383,296.94,5
322,51,323.91,1
322,61,55.51,4
323,618,69.61,2
323,915,249.34,4
323,246,278.19,4
323,182,313.75,1
323,606,380.62,2
324,617,491.1,5
324,815,328.1,1
325,532,405.36,1
326,87,323.32,4
326,585,467.77,4
326,220,361.66,1
326,714,16.86,4
326,302,257.31,5
327,682,126.68,1
327,40,53.36,3
327,566,102.49,4
327,212,213.56,3
327,132,329.33,5
328,132,484.2,5
329,89,155.56,3
329,36,164.65,4
329,856,174.69,1
329,821,333.18,3
330,955,100.01,3
330,999,332.97,2
330,766,123.8,4
330,79,459.55,5
331,190,109.85,4
331,362,253.65,4
331,934,220.11,3
332,404,471.67,4
332,884,388.87,4
333,384,32.44,2
333,74,296.11,2
333,965,13.56,2
334,691,464.74,3
334,120,278.86,3
335,52,386.69,4
335,921,405.5,4
335,474,308.38,4
336,772,330.82,3
336,147,225.51,4
336,104,204.69,3
336,880,495.25,4
336,853,85.16,1
337,516,216.84,4
337,548,212.07,1
338,713,263.46,2
338,566,101.02,1
339,248,26.42,1
339,749,103.87,3
339,212,30.32,2
340,787,141.3,2
340,514,384.66,4
340,680,436.01,2
340,289,466.42,3
340,455,78.91,4
341,672,453.45,2
341,648,286.92,3
342,140,161.35,4
343,754,252.74,5
343,919,224.77,3
343,202,157.03,4
343,743,346.46,2
344,83,120.57,1
344,868,343.8,3
344,320,464.89,5
345,134,366.42,3
345,713,389.45,2
345,88,180.46,3
345,220,389.78,5
346,133,250.35,5
347,738,116.26,4
347,415,107.4,1
347,419,241.8,4
347,779,483.54,2
348,89,398.27,4
348,889,20.13,4
348,869,109.51,5
349,770,79.74,1
349,382,418.94,5
349,841,454.08,5
350,359,128.51,2
350,521,263.76,5
350,900,175.58,1
350,804,112.97,1
351,666,33.5,3
351,58,239.13,3
352,339,270.72,5
352,245,216.02,2
352,353,248.78,5
353,17,347.1,2
353,542,335.07,4
354,320,330.89,1
354,448,352.54,5
354,430,244.36,1
354,558,244.68,1
354,295,198.84,4
355,378,146.64,3
355,243,396.09,1
356,783,210.89,3
357,830,402.2,3
357,866,141.51,4
358,853,385.03,2
358,904,139.07,3
358,891,93.92,4
359,612,437.55,4
359,370,268.1,3
359,729,302.86,3
359,820,90.42,3
359,910,170.74,1
360,415,141.9,5
361,206,453.49,5
361,709,275.69,2
361,618,112.08,1
362,780,88.51,2
363,656,258.01,4
363,227,84.8,4
364,628,443.28,3
364,261,273.16,2
364,858,54.24,1
364,171,253.01,5
364,2,88.52,4
365,574,88.72,5
365,247,158.24,1
365,932,35.36,5
365,719,103.93,2
365,67,67.2,3
366,953,356.42,1
367,769,391.8,3
367,545,466.47,2
367,590,129.95,5
368,779,55.97,2
369,58,65.08,1
369,259,33.1,1
369,269,350.8,4
369,559,266.02,4
370,302,277.69,2
370,867,51.26,4
371,418,227.72,3
372,899,276.01,3
373,551,386.49,1
373,636,468.55,2
374,719,203.16,1
374,213,275.18,1
375,461,292.69,5
375,364,103.43,5
375,115,93.32,2
375,793,299.87,1
376,988,17.72,1
376,907,355.46,5
376,832,296.69,2
377,998,69.55,3
377,194,399.25,1
377,578,369.33,1
377,811,478.25,2
377,38,203.62,1
378,26,165.93,5
378,751,364.85,4
379,10,9.41,5
380,581,253.94,3
380,342,190.81,2
380,627,342.05,4
381,550,299.06,5
381,708,488.11,3
381,550,196.0,2
382,50,467.12,1
382,455,324.25,1
382,725,468.83,2
382,971,232.51,3
383,528,401.44,3
383,923,486.82,1
383,26,345.47,2
384,248,231.16,1
384,723,461.56,4
385,274,480.62,4
385,963,97.97,4
385,686,160.53,4
385,941,248.81,3
385,897,157.22,1
386,578,273.12,2
386,977,365.11,4
386,342,162.72,2
387,535,38.44,1
387,402,204.79,3
388,961,109.84,2
388,56,88.51,2
388,162,7.0,4
389,7,57.57,3
389,77,300.39,3
390,961,319.44,1
391,669,28.23,5
391,155,185.71,3
391,922,237.93,1
391,566,66.62,1
391,492,331.66,3
392,223,72.86,2
392,644,260.42,3
393,838,54.29,5
393,974,248.32,1
393,386,157.67,4
394,536,41.55,4
394,409,133.27,4
394,689,299.38,5
394,801,229.89,1
395,789,314.91,2
395,954,313.08,2
395,197,370.41,5
395,535,304.91,2
395,514,387.61,2
396,48,65.0,3
396,30,149.78,5
396,323,71.95,4
396,881,293.29,1
396,657,146.14,4
397,412,43.34,5
397,371,52.98,2
397,698,405.34,1
397,232,484.99,1
398,200,186.66,1
398,460,176.73,5
399,247,402.33,5
399,725,8.21,2
399,443,181.29,2
399,75,28.88,3
399,314,315.83,4
400,826,107.05,5
400,594,412.85,3
400,835,199.52,1
401,634,315.3,5
401,925,489.85,4
402,198,370.01,2
402,15,65.89,1
402,923,390.86,5
403,713,290.24,4
403,191,428.91,4
404,631,293.83,4
404,479,57.56,2
404,359,483.4,1
405,211,424.41,2
405,255,32.74,1
405,555,60.56,4
405,67,426.35,1
405,356,468.24,1
406,522,341.48,3
407,418,447.64,3
407,750,228.31,5
408,860,162.39,3
408,574,338.6,4
408,21,239.62,2
409,654,246.23,4
409,900,374.12,3
409,561,134.93,1
410,555,370.21,2
410,872,404.15,4
410,673,136.07,2
411,647,118.21,5
411,424,398.53,4
412,117,244.78,5
412,428,81.12,2
412,269,187.05,3
413,835,392.22,1
413,561,136.91,3
413,672,310.14,4
413,983,317.51,5
413,582,493.08,3
414,118,163.46,4
414,625,50.28,3
414,761,280.67,1
414,516,60.69,4
415,513,348.29,2
416,676,447.07,1
416,158,114.38,2
417,826,103.02,4
417,430,305.39,3
417,192,140.2,4
418,358,10.61,1
418,509,455.76,3
418,851,426.34,3
418,990,201.69,2
418,335,293.11,2
419,116,219.99,5
419,511,274.94,2
419,974,492.65,5
420,428,332.44,5
420,793,154.08,5
420,761,495.94,4
420,611,366.17,2
421,973,145.82,4
421,166,410.57,1
421,442,424.21,1
421,262,478.95,4
422,159,400.82,4
422,316,338.13,1
422,810,433.11,5
422,232,259.42,5
422,734,296.94,2
423,407,453.63,4
424,991,116.94,5
424,606,160.24,1
424,179,345.77,5
424,580,476.95,3
425,676,420.9,5
425,871,394.49,3
425,670,186.56,1
425,301,381.26,3
426,253,407.07,5
426,329,227.65,5
426,156,134.82,4
426,329,80.8,3
427,670,480.36,4
427,261,345.16,4
428,119,491.17,1
428,14,164.69,4
429,923,230.93,5
430,376,133.21,5
431,254,230.09,5
431,336,61.24,4
432,891,235.21,5
432,820,158.38,2
432,159,489.25,1
433,259,140.93,1
433,895,395.9,3
433,603,445.18,1
434,283,318.03,4
434,81,408.36,4
435,241,106.53,3
435,538,243.05,1
436,316,146.6,1
437,251,89.28,3
437,75,69.8,4
437,721,114.31,3
437,696,375.32,2
438,750,306.76,3
438,767,311.5,4
438,288,288.01,2
438,206,227.31,4
438,372,180.59,5
439,996,307.26,5
439,266,400.01,5
440,416,103.28,5
440,624,378.57,2
441,861,39.26,1
442,212,445.68,4
442,538,447.45,3
442,961,146.33,4
442,197,489.74,1
442,250,261.98,3
443,519,104.25,2
443,660,347.36,1
443,430,306.56,1
444,734,257.46,4
444,687,230.25,2
444,902,114.38,5
444,518,361.66,5
444,89,432.92,4
445,415,373.47,2
445,384,238.15,4
445,532,338.52,2
445,673,113.1,5
446,376,409.45,1
446,851,145.0,4
447,195,141.91,4
447,849,271.53,2
448,486,275.92,1
449,707,458.02,2
449,382,164.43,1
449,752,80.75,3
449,234,421.26,5
450,705,106.89,1
450,506,230.7,3
450,703,120.28,5
450,6,195.46,3
451,603,82.74,2
451,709,26.75,4
451,482,410.88,1
452,41,492.45,2
452,804,13.1,4
452,32,343.81,1
452,983,203.55,2
452,515,155.6,1
453,749,457.43,1
453,634,478.57,5
453,743,357.83,5
453,471,131.2,5
454,162,132.78,3
454,643,27.94,1
454,387,416.89,4
454,118,75.99,5
455,595,179.24,4
455,22,56.67,5
455,912,400.81,2
456,700,6.78,5
457,39,459.13,3
457,348,385.4,3
457,957,115.83,1
457,950,332.3,3
457,457,300.99,4
458,193,446.09,5
459,906,5.74,4
459,110,29.76,1
459,159,168.28,2
460,2,238.17,4
460,878,498.06,3
461,748,75.45,2
461,615,176.58,2
461,919,165.28,3
462,984,220.64,1
463,731,101.87,2
